t ,hm, hest, vest, Nest, dest, actualwished
33.4758, 1.153, 1.03126, -0.351758, 0.100212, 0.0222596, -0.0372456, -0.210461
33.5006, 1.038, 1.07936, 0.00763354, 0.0599117, -0.00787614, -0.0490478, 0.0646493
33.5288, 1.097, 1.05765, -0.131213, 0.0737226, 0.00375533, -0.0490478, -0.0355553
33.5598, 1.055, 1.07659, 0.0206768, 0.0561465, -0.00844937, -0.0490478, 0.0819649
33.5698, 1.018, 1.07322, 0.000755713, 0.0581373, -0.00656887, 0.026, 0.0672848
33.6256, 1.053, 1.01378, -0.379189, 0.101062, 0.0249894, 0.026, -0.22641
33.6456, 1.091, 1.02096, -0.300407, 0.0917186, 0.0171703, 0.026, -0.163681
33.6713, 1.097, 1.04433, -0.11242, 0.071438, 0.00111742, 0.026, -0.0229657
33.6985, 1.065, 1.05924, 0.000573503, 0.060078, -0.0078028, 0.026, 0.057883
33.7203, 1.083, 1.06165, 0.0241291, 0.0587972, -0.00907239, 0.026, 0.0698052
33.7475, 1.108, 1.07872, 0.148282, 0.0481536, -0.0176165, 0.026, 0.150459
33.7793, 1.063, 1.09715, 0.266084, 0.0381645, -0.025322, 0.026, 0.226662
33.8006, 1.053, 1.08701, 0.177983, 0.0503321, -0.0161526, 0.026, 0.149001
33.8106, 1.087, 1.08287, 0.145141, 0.0544472, -0.0131133, 0.026, 0.121969
33.8507, 1.111, 1.09202, 0.188416, 0.0527307, -0.0148078, 0.026, 0.141841
33.8789, 1.121, 1.10081, 0.236846, 0.0488647, -0.0178615, 0.026, 0.172399
33.8926, 1.125, 1.1168, 0.322223, 0.0421468, -0.0230906, 0.026, 0.225852
33.9139, 1.117, 1.12708, 0.365246, 0.0398662, -0.0248592, 0.026, 0.248167
33.9392, 1.089, 1.12861, 0.362976, 0.0410462, -0.0239761, 0.026, 0.242586
33.9798, 1.077, 1.1068, 0.131656, 0.0709985, -0.00145749, 0.026, 0.0489898
34.0091, 1.081, 1.09756, 0.0493775, 0.080011, 0.00494635, 0.026, -0.0122792
34.0191, 1.04, 1.09319, 0.00874886, 0.0841734, 0.00769948, -0.0122792, -0.0409729
34.0598, 1.089, 1.05155, -0.295435, 0.113506, 0.0299823, -0.0122792, -0.252419
34.0765, 0.894, 1.05843, -0.239888, 0.105487, 0.0237064, -0.0122792, -0.201514
34.0983, 1.228, 0.985916, -0.72167, 0.153046, 0.0594126, -0.0122792, -0.542529
34.1261, 0.988, 1.09299, 0.0614138, 0.064954, -0.00806361, -0.0586956, 0.0603134
34.1593, 0.979, 1.02953, -0.376314, 0.108781, 0.0266807, -0.0586956, -0.253655
34.1706, 1.066, 1.01444, -0.464477, 0.116022, 0.0324197, -0.0586956, -0.310042
34.2244, 1.1, 1.02927, -0.317656, 0.0952876, 0.0173509, -0.0389691, -0.179537
34.2512, 1.05, 1.07942, 0.0858286, 0.0479466, -0.0175725, -0.0389691, 0.137622
34.2819, 1.127, 1.06935, 0.0212073, 0.055101, -0.0112568, -0.0389691, 0.087296
34.299, 1.084, 1.09434, 0.198501, 0.0367437, -0.0242565, -0.0389691, 0.215561
34.33, 1.101, 1.09441, 0.19476, 0.0381655, -0.0222634, 0.026, 0.207288
34.3511, 1.056, 1.10627, 0.266152, 0.0350554, -0.0247156, 0.026, 0.240078
34.3711, 1.168, 1.09257, 0.160892, 0.0484797, -0.0146035, 0.026, 0.152063
34.3919, 1.062, 1.12558, 0.376999, 0.0278688, -0.0303383, 0.026, 0.302077
34.4118, 1.119, 1.1092, 0.243667, 0.0445818, -0.0176594, 0.026, 0.19206
34.4253, 1.081, 1.11355, 0.265136, 0.0433489, -0.0186537, 0.026, 0.203497
34.4363, 1.04, 1.10886, 0.221416, 0.0492532, -0.0142723, 0.026, 0.165718
34.4711, 1.029, 1.07066, -0.0653689, 0.0820405, 0.0101588, 0.026, -0.0565733
34.491, 1.122, 1.05368, -0.179619, 0.0937843, 0.0184771, 0.026, -0.139038
34.5206, 1.051, 1.08801, 0.065729, 0.0671184, -0.00268793, 0.026, 0.0464421
34.5343, 1.081, 1.07937, 0.0025434, 0.0741401, 0.00237093, 0.026, -0.00148162
34.5888, 1.097, 1.08054, 0.00509445, 0.0743789, 0.00179547, 0.026, -0.00100154
34.6388, 1.057, 1.0915, 0.0730833, 0.06777, -0.00392114, 0.026, 0.0475662
34.6488, 1.061, 1.06633, -0.115402, 0.088662, 0.0111199, 0.026, -0.0950008
34.6897, 1.05, 1.05759, -0.168373, 0.0930266, 0.0132792, 0.026, -0.127574
34.7096, 1.037, 1.05102, -0.205145, 0.0959736, 0.0148784, 0.026, -0.150077
34.731, 1.082, 1.04157, -0.258858, 0.10054, 0.017703, 0.026, -0.184413
34.7447, 1.053, 1.04897, -0.198111, 0.0933021, 0.0117556, 0.026, -0.135583
34.7831, 1.075, 1.04785, -0.200619, 0.0931581, 0.0113846, -0.0375657, -0.13546
34.8019, 0.919, 1.0625, -0.0742298, 0.0749845, -0.00140099, -0.0375657, -0.0216297
34.821, 1.146, 1.00942, -0.4273, 0.110553, 0.0260047, -0.0375657, -0.275517
34.8486, 1.058, 1.03156, -0.261688, 0.0917725, 0.0119208, -0.0375657, -0.147745
34.8882, 1.047, 1.03804, -0.189608, 0.0814923, 0.0046915, -0.0381023, -0.0836358
34.922, 1.149, 1.03712, -0.156045, 0.0747055, 0.000693826, -0.0381023, -0.046334
34.9567, 1.122, 1.13212, 0.530826, 0.000769566, -0.0537334, -0.046334, 0.465096
34.9667, 1.114, 1.13717, 0.54645, 0.00127489, -0.0522304, -0.046334, 0.466216
35.0012, 1.092, 1.1394, 0.533633, 0.0055147, -0.0475175, -0.046334, 0.442862
35.0219, 1.066, 1.12687, 0.399062, 0.024112, -0.031016, -0.046334, 0.322359
35.0418, 1.087, 1.11189, 0.27466, 0.038711, -0.0188292, -0.046334, 0.22325
35.07, 1.085, 1.10992, 0.253261, 0.0413891, -0.0163103, 0.026, 0.205273
35.0849, 1.061, 1.10281, 0.180733, 0.0525487, -0.00812801, 0.026, 0.136584
35.1111, 1.195, 1.087, 0.0572587, 0.0674386, 0.00275847, 0.026, 0.0376731
35.1282, 1.082, 1.10862, 0.200615, 0.0529546, -0.00839709, 0.026, 0.140965
35.1511, 1.103, 1.09968, 0.117078, 0.0639431, -0.000498114, 0.026, 0.0703862
35.1611, 1.059, 1.10157, 0.123752, 0.063749, -0.000846879, 0.026, 0.0733734
35.1893, 1.118, 1.0948, 0.0717011, 0.0696285, 0.00340109, 0.026, 0.0335241
35.2191, 1.1, 1.11078, 0.165279, 0.0609013, -0.00388201, 0.026, 0.0985679
35.2405, 1.065, 1.1096, 0.132366, 0.0660235, -0.000534735, 0.026, 0.0679984
35.2602, 1.072, 1.09401, 0.0101939, 0.0795921, 0.00928266, 0.026, -0.0244211
35.2714, 1.058, 1.08819, -0.0347439, 0.0842914, 0.0124465, -0.0244211, -0.0568644
35.297, 1.044, 1.07201, -0.150753, 0.0946885, 0.0205355, -0.0244211, -0.134123
35.32, 0.919, 1.0594, -0.232574, 0.101511, 0.0257388, -0.0244211, -0.186413
35.3411, 1.263, 0.986258, -0.714894, 0.148806, 0.0614083, -0.0244211, -0.526637
35.3612, 1.134, 1.05482, -0.21742, 0.0935201, 0.0192578, -0.0244211, -0.146865
35.3869, 1.111, 1.09386, 0.0677621, 0.0612431, -0.00498297, -0.0635018, 0.0731076
35.4104, 1.053, 1.09969, 0.1049, 0.056833, -0.00754017, -0.0635018, 0.102117
35.4291, 1.111, 1.08524, 0.00215934, 0.067044, 0.001166, -0.0635018, 0.0282634
35.4499, 1.068, 1.09617, 0.0782331, 0.0579931, -0.00461012, -0.0635018, 0.0880657
35.4693, 1.154, 1.08667, 0.0113747, 0.0643979, 0.00130257, -0.0635018, 0.0406602
35.484, 1.071, 1.11243, 0.188174, 0.0452007, -0.0122416, 0.026, 0.172768
35.5189, 1.101, 1.10356, 0.121663, 0.053622, -0.00604132, 0.026, 0.117531
35.5432, 1.001, 1.10606, 0.129586, 0.0554532, -0.00517152, 0.026, 0.111916
35.5626, 1.109, 1.05119, -0.25325, 0.0973388, 0.0259743, 0.026, -0.176979
35.5737, 1.079, 1.05981, -0.186667, 0.0899771, 0.0200138, -0.0438011, -0.126099
35.6018, 1.091, 1.06489, -0.135111, 0.0819098, 0.0144462, -0.0438011, -0.0769978
35.6158, 1.09, 1.06984, -0.0944674, 0.0767088, 0.0108279, -0.0438011, -0.0433089
35.641, 1.106, 1.07706, -0.0350912, 0.0691247, 0.00573295, -0.0438011, 0.0056598
35.6598, 1.078, 1.08726, 0.0394488, 0.0606942, -5.51122e-05, -0.0438011, 0.0625855
35.6866, 1.122, 1.08365, 0.0163052, 0.0628064, 0.00242508, 0.026, 0.0460726
35.7197, 1.125, 1.10818, 0.186997, 0.0468826, -0.0103049, 0.026, 0.163149
35.7452, 1.003, 1.12105, 0.2619, 0.0415949, -0.014598, 0.026, 0.207157
35.7568, 1.051, 1.09835, 0.0988335, 0.0598129, -0.000948057, 0.026, 0.0824193
35.7761, 1.052, 1.08333, -0.00887793, 0.0721535, 0.008008, 0.026, -0.00109998
35.7869, 1.092, 1.0777, -0.0471285, 0.0763767, 0.010954, -0.00109998, -0.0299804
35.8311, 1.022, 1.0876, 0.0247459, 0.0683785, 0.0045865, -0.00109998, 0.0252066
35.849, 1.184, 1.07062, -0.0918076, 0.0806113, 0.0137819, -0.00109998, -0.0605244
35.864, 1.066, 1.10956, 0.177014, 0.0522495, -0.00780542, -0.00109998, 0.138103
35.8911, 1.067, 1.0922, 0.0435206, 0.0675623, 0.00393255, 0.026, 0.0341631
35.91, 1.08, 1.0862, -4.37245e-05, 0.0726279, 0.00744111, 0.026, 0.000225429
35.931, 1.181, 1.08315, -0.0228422, 0.0756398, 0.0090563, 0.026, -0.0186817
35.9511, 1.082, 1.11958, 0.223245, 0.0504144, -0.0105108, 0.026, 0.160287
35.9803, 1.054, 1.11448, 0.179914, 0.0558055, -0.00656484, 0.026, 0.124915
35.9915, 1.047, 1.08659, -0.0301923, 0.0796492, 0.0110043, 0.026, -0.0369099
36.0311, 1.125, 1.05518, -0.247612, 0.102369, 0.0270218, 0.026, -0.195256
36.049, 1.11, 1.06622, -0.166737, 0.0933533, 0.0198035, 0.026, -0.133064
36.0628, 1.1, 1.07861, -0.0763884, 0.083305, 0.0115696, 0.026, -0.0634991
36.091, 1.05, 1.0887, -0.00577701, 0.075712, 0.00496348, 0.026, -0.00986929
36.102, 1.088, 1.08098, -0.0596425, 0.0814243, 0.00902912, -0.00986929, -0.0495043
36.1411, 1.041, 1.08386, -0.0392107, 0.0777057, 0.00624774, -0.00986929, -0.0272689
36.1551, 0.863, 1.07209, -0.118737, 0.085542, 0.0121999, -0.00986929, -0.0835173
36.1805, 1.216, 0.996526, -0.625252, 0.13715, 0.0511164, -0.00986929, -0.449453
36.2005, 1.011, 1.06984, -0.0878189, 0.0773057, 0.00530128, -0.00986929, -0.0386171
36.2201, 1.174, 1.04451, -0.251932, 0.0937056, 0.0177515, -0.0570922, -0.155975
36.2418, 1.037, 1.10206, 0.16165, 0.0475587, -0.0162957, -0.0570922, 0.15959
36.2614, 1.084, 1.08124, 0.0141561, 0.062981, -0.00357315, -0.0570922, 0.0503883
36.2899, 1.093, 1.08214, 0.0221642, 0.0616663, -0.00394614, -0.0570922, 0.0577844
36.309, 1.093, 1.08891, 0.0720271, 0.0555507, -0.00718722, 0.026, 0.0970531
36.33, 1.076, 1.09161, 0.0903662, 0.0549103, -0.0079273, 0.026, 0.104898
36.3491, 1.095, 1.08734, 0.0594288, 0.0596152, -0.00466187, 0.026, 0.0757604
36.3638, 0.996, 1.09141, 0.0860521, 0.0580136, -0.00619237, 0.026, 0.0902255
36.3823, 1.052, 1.0597, -0.131955, 0.081794, 0.0114782, 0.026, -0.0740506
36.4006, 1.047, 1.0546, -0.157351, 0.0843604, 0.0128947, 0.026, -0.0920749
36.4282, 1.104, 1.05159, -0.171942, 0.0857602, 0.0136567, -0.0369269, -0.10211
36.452, 1.12, 1.08518, 0.0816048, 0.0562108, -0.00792161, -0.0369269, 0.0965217
36.4701, 1.079, 1.09547, 0.150124, 0.0491521, -0.0127769, -0.0369269, 0.145928
36.4919, 1.05, 1.0913, 0.113855, 0.0535357, -0.00849304, -0.0369269, 0.115856
36.5115, 1.084, 1.08451, 0.0656716, 0.0586664, -0.00427036, 0.026, 0.079761
36.55, 1.165, 1.08587, 0.073455, 0.0593552, -0.00414778, 0.026, 0.0790042
36.5791, 1.052, 1.13886, 0.427803, 0.024593, -0.0309418, 0.026, 0.329439
36.6009, 1.067, 1.08967, 0.0396155, 0.0711976, 0.00438317, 0.026, 0.0182944
36.612, 1.059, 1.08569, 0.00955344, 0.0745926, 0.00671007, 0.0182944, -0.00460631
36.6519, 1.115, 1.06559, -0.135317, 0.0900139, 0.0175802, 0.0182944, -0.111213
36.6658, 1.125, 1.07676, -0.0562698, 0.0813332, 0.0106489, 0.0182944, -0.050975
36.684, 1.113, 1.09234, 0.0493374, 0.0701834, 0.00183493, 0.0182944, 0.0274837
36.7179, 1.196, 1.09682, 0.0762404, 0.0675965, -0.000272463, 0.026, 0.0464704
36.7401, 0.933, 1.17853, 0.611646, 0.0134906, -0.0419225, 0.026, 0.432488
36.7744, 1.04, 1.12256, 0.201714, 0.0586, -0.0077102, 0.026, 0.121909
36.7997, 1.119, 1.05383, -0.312997, 0.115035, 0.0341817, 0.026, -0.265857
36.8097, 1.171, 1.06197, -0.252545, 0.107896, 0.0283902, -0.0449667, -0.217463
36.8647, 0.865, 1.16315, 0.457139, 0.0258784, -0.0328076, -0.0449667, 0.338246
36.8849, 1.189, 1.10438, 0.0410095, 0.0699616, 0.00113087, -0.0449667, 0.0299001
36.9101, 0.99, 1.14127, 0.284781, 0.0436955, -0.0179467, -0.0449667, 0.211978
36.9282, 1.114, 1.08963, -0.0856008, 0.0827537, 0.0124865, 0.026, -0.0618578
36.951, 1.064, 1.10116, -0.00271231, 0.0739819, 0.00497041, 0.026, 0.000242643
36.962, 1.15, 1.09391, -0.0529319, 0.0793786, 0.00880237, 0.026, -0.0370361
37.0001, 1.055, 1.1136, 0.0814363, 0.0654859, -0.00219777, 0.026, 0.0614158
37.0113, 1.108, 1.08346, -0.134165, 0.0890608, 0.0150654, 0.026, -0.100781
37.051, 1.075, 1.09681, -0.0327483, 0.0775165, 0.00509333, 0.026, -0.0210691
37.07, 1.19, 1.09022, -0.0776873, 0.0822634, 0.0083278, 0.026, -0.0539372
37.1101, 1.071, 1.11768, 0.110073, 0.0626554, -0.00686522, 0.026, 0.0841924
37.1211, 1.109, 1.08743, -0.113945, 0.0877124, 0.0114783, 0.026, -0.0866664
37.161, 1.093, 1.09934, -0.0259356, 0.0776076, 0.00270113, 0.026, -0.016962
37.1782, 1.073, 1.09788, -0.0365381, 0.0787373, 0.00333651, 0.026, -0.0246052
37.2008, 1.152, 1.0828, -0.139808, 0.0894429, 0.010756, 0.026, -0.0993312
37.2182, 1.059, 1.09452, -0.0574872, 0.08059, 0.00379543, 0.026, -0.0375576
37.2284, 1.05, 1.0818, -0.142908, 0.0893419, 0.0100074, -0.0375576, -0.0991
37.2688, 1.036, 1.05188, -0.332631, 0.105216, 0.0228262, -0.0375576, -0.221469
37.291, 1.015, 1.03782, -0.404136, 0.109569, 0.0263585, -0.0375576, -0.260636
37.3104, 1.191, 1.02542, -0.467298, 0.113896, 0.0297501, -0.0375576, -0.297358
37.3318, 1.007, 1.09452, 0.0444569, 0.0565655, -0.013365, -0.053825, 0.0945127
37.3506, 1.164, 1.06442, -0.156449, 0.0770502, 0.00304589, -0.053825, -0.0516938
37.3685, 1.068, 1.09037, 0.0317021, 0.0563854, -0.0119722, -0.053825, 0.0900774
37.3902, 1.075, 1.08088, -0.0265457, 0.0620011, -0.00652491, -0.053825, 0.0480718
37.41, 1.07, 1.07873, -0.0339948, 0.0622745, -0.00560784, -0.053825, 0.0439836
37.431, 1.136, 1.07371, -0.0555504, 0.0636992, -0.00339745, 0.026, 0.0304212
37.451, 1.11, 1.09608, 0.107759, 0.0476461, -0.0158541, 0.026, 0.145612
37.4801, 1.127, 1.09991, 0.134045, 0.0458395, -0.0172969, 0.026, 0.160652
37.5005, 1.099, 1.12109, 0.274595, 0.0343358, -0.0261947, 0.026, 0.249498
37.5205, 1.125, 1.11807, 0.240366, 0.0405626, -0.0214921, 0.026, 0.212619
37.5316, 1.047, 1.12375, 0.269264, 0.0392253, -0.0225535, 0.026, 0.226459
37.5622, 1.082, 1.08654, -0.00723879, 0.07147, 0.00169986, 0.026, 0.00891792
37.581, 1.078, 1.08481, -0.018878, 0.073108, 0.00254658, 0.026, -0.00118235
37.6018, 1.059, 1.08173, -0.0392087, 0.0755989, 0.0039749, 0.026, -0.0173636
37.6227, 1.07, 1.07141, -0.107275, 0.0829023, 0.0089879, 0.026, -0.0677752
37.6327, 1.074, 1.07023, -0.112662, 0.0833745, 0.00911199, -0.0394062, -0.0711655
37.6597, 1.072, 1.06906, -0.111752, 0.0811185, 0.0080525, -0.0394062, -0.0614844
37.6699, 1.043, 1.06856, -0.111731, 0.080498, 0.0077931, -0.0394062, -0.0589435
37.6885, 0.943, 1.05668, -0.184105, 0.0866454, 0.0129102, -0.0394062, -0.106308
37.7061, 1.247, 1.01977, -0.423242, 0.110121, 0.0309447, -0.0394062, -0.275588
37.7242, 1.034, 1.09647, 0.126169, 0.050127, -0.0142067, -0.0612806, 0.138555
37.7441, 1.136, 1.0755, -0.0194078, 0.0651295, -0.00174772, -0.0612806, 0.0316213
37.7605, 1.166, 1.09397, 0.110586, 0.0508839, -0.0117154, -0.0612806, 0.129162
37.7887, 1.075, 1.12341, 0.308009, 0.0302819, -0.0261594, -0.0612806, 0.27294
37.8095, 1.048, 1.10602, 0.168983, 0.0462243, -0.0122285, -0.0612806, 0.163157
37.8487, 1.055, 1.08452, 0.015601, 0.0623868, 0.00125946, 0.026, 0.0488937
37.8741, 1.091, 1.06527, -0.109272, 0.0772809, 0.0117679, 0.026, -0.050732
37.9288, 1.103, 1.07712, -0.0133442, 0.0677156, 0.00364962, 0.026, 0.017968
37.9406, 1.08, 1.09644, 0.124392, 0.0549643, -0.00688489, 0.026, 0.112217
37.9787, 1.062, 1.09477, 0.110119, 0.0570971, -0.00540515, 0.026, 0.0990131
38.0095, 1.122, 1.06436, -0.114095, 0.0843432, 0.0142267, 0.026, -0.0816379
38.0307, 1.056, 1.08497, 0.0316495, 0.0690081, 0.00200954, 0.026, 0.0262911
38.0497, 1.128, 1.07514, -0.038281, 0.0768766, 0.00754415, 0.026, -0.0271185
38.0597, 0.899, 1.08365, 0.0196359, 0.0709524, 0.00284819, -0.0271185, 0.0150302
38.1259, 1.067, 0.882817, -1.34986, 0.211516, 0.109997, -0.0271185, -0.97948
38.1492, 1.1, 0.939814, -0.847195, 0.148193, 0.0605254, -0.0271185, -0.562896
38.1798, 1.136, 1.01838, -0.203651, 0.0726354, 0.00258929, -0.0427656, -0.0549288
38.1988, 1.055, 1.04105, -0.0357244, 0.0546398, -0.010651, -0.0427656, 0.0696051
38.2191, 1.123, 1.04699, 0.0242462, 0.0484093, -0.0142991, -0.0427656, 0.111763
38.2497, 1.045, 1.0944, 0.363546, 0.0137793, -0.0390335, -0.0427656, 0.355069
38.2806, 1.099, 1.08307, 0.27555, 0.0252124, -0.0291726, 0.026, 0.279301
38.3004, 1.115, 1.10011, 0.38043, 0.0188741, -0.0338853, 0.026, 0.335304
38.3291, 1.049, 1.11547, 0.464746, 0.0141067, -0.0373451, 0.026, 0.379105
38.3552, 1.094, 1.0898, 0.250036, 0.042415, -0.0157016, 0.026, 0.195507
38.3729, 1.077, 1.09572, 0.276439, 0.041601, -0.0164555, 0.026, 0.206527
38.417, 1.114, 1.09504, 0.263787, 0.0438844, -0.014796, 0.026, 0.193143
38.445, 1.114, 1.13425, 0.47248, 0.028733, -0.0267649, 0.026, 0.318131
38.4777, 1.109, 1.13602, 0.449409, 0.0339551, -0.0228124, 0.026, 0.289397
38.4877, 1.118, 1.1347, 0.400348, 0.0419318, -0.0168454, 0.026, 0.241633
38.55, 1.046, 1.14004, 0.327181, 0.0563107, -0.00642453, 0.026, 0.160957
38.5725, 1.094, 1.10872, 0.0774021, 0.083731, 0.01395, 0.026, -0.0269368
38.5913, 1.04, 1.1046, 0.0293688, 0.0885718, 0.0169824, 0.026, -0.0600952
38.6271, 1.127, 1.0936, -0.0526784, 0.0968933, 0.0229624, -0.036189, -0.118623
38.6577, 0.979, 1.12659, 0.13976, 0.0708312, 0.00386371, -0.036189, 0.0505208
38.67, 1.196, 1.09675, -0.0731646, 0.0925482, 0.0205294, -0.036189, -0.10327
38.7082, 1.054, 1.16706, 0.393006, 0.0405006, -0.0182896, -0.0544706, 0.254206
38.7283, 1.166, 1.14524, 0.224534, 0.0583943, -0.00409553, -0.0544706, 0.12918
38.7525, 1.12, 1.16373, 0.316314, 0.0483803, -0.0103265, -0.0544706, 0.198289
38.7837, 1.065, 1.15016, 0.187157, 0.0621295, 0.00135694, -0.0544706, 0.102222
38.8092, 1.049, 1.10823, -0.125905, 0.0939198, 0.0265348, 0.026, -0.123596
38.8358, 1.106, 1.07249, -0.36632, 0.118009, 0.0435744, 0.026, -0.294261
38.8537, 1.067, 1.07694, -0.321643, 0.111731, 0.0379559, 0.026, -0.25365
38.881, 1.097, 1.0631, -0.39421, 0.117048, 0.0406568, 0.026, -0.295881
38.8982, 1.144, 1.06654, -0.355624, 0.11167, 0.0358908, 0.026, -0.261154
38.9088, 1.032, 1.08291, -0.229874, 0.0973803, 0.0244142, -0.0479498, -0.163341
38.9401, 1.154, 1.05665, -0.39358, 0.11175, 0.0356516, -0.0479498, -0.271791
38.9696, 1.035, 1.0884, -0.150795, 0.0830663, 0.0142077, -0.0479498, -0.0794054
38.9921, 1.031, 1.04437, -0.426696, 0.108703, 0.034525, -0.0479498, -0.268971
39.0201, 1.115, 1.03411, -0.472242, 0.111178, 0.036546, -0.0352515, -0.292836
39.0397, 1.063, 1.06971, -0.169977, 0.0749642, 0.00918184, -0.0352515, -0.0515952
39.0693, 1.102, 1.06378, -0.190444, 0.0762228, 0.0105254, -0.0352515, -0.0636147
39.0887, 1.063, 1.07552, -0.0870066, 0.0644586, 0.00206015, -0.0352515, 0.0155222
39.1166, 1.073, 1.06425, -0.136151, 0.0690862, 0.00642634, -0.0352515, -0.0199911
39.1358, 1.087, 1.06457, -0.123636, 0.0675081, 0.00547255, 0.0155222, -0.0101385
39.1598, 1.102, 1.07417, -0.0290161, 0.058642, -0.00172739, 0.0155222, 0.05416
39.1806, 1.051, 1.08458, 0.0536504, 0.0511898, -0.00757033, 0.0155222, 0.109208
39.1925, 0.981, 1.07774, 0.0105714, 0.0565359, -0.00360636, 0.026, 0.0736561
39.241, 1.03, 0.992136, -0.551005, 0.118114, 0.04207, 0.026, -0.35178
39.2611, 1.215, 0.995412, -0.486592, 0.109387, 0.0344488, 0.026, -0.295655
39.281, 1.028, 1.06791, 0.0432552, 0.0528348, -0.00913724, 0.026, 0.0984295
39.302, 1.154, 1.05301, -0.0516908, 0.0643062, -0.000747113, 0.026, 0.0216554
39.321, 1.097, 1.08813, 0.196433, 0.0394056, -0.0199015, 0.026, 0.199118
39.3312, 1.047, 1.09187, 0.218695, 0.0382612, -0.0208125, 0.026, 0.210169
39.3669, 1.066, 1.06955, 0.0530521, 0.0596053, -0.00484308, 0.026, 0.070598
39.4182, 1.107, 1.06936, 0.0516343, 0.0605536, -0.00434943, 0.026, 0.066099
39.4684, 1.041, 1.1055, 0.294947, 0.0379013, -0.0222213, 0.026, 0.232794
39.4785, 1.086, 1.05917, -0.0645316, 0.0810879, 0.0102289, 0.026, -0.0553623
39.5045, 1.093, 1.0658, -0.0186654, 0.0762889, 0.00619601, 0.026, -0.0212797
39.5304, 1.081, 1.0803, 0.0770422, 0.0666576, -0.00178589, 0.026, 0.0480798
39.5424, 1.064, 1.0819, 0.0806985, 0.0669226, -0.00191066, 0.026, 0.048348
39.5748, 1.032, 1.07313, 0.00632429, 0.0758456, 0.00420281, 0.026, -0.0104403
39.6001, 1.115, 1.059, -0.0937537, 0.0864166, 0.011762, 0.026, -0.0838747
39.6191, 1.045, 1.08001, 0.0503437, 0.0710315, -0.000471995, 0.026, 0.023991
39.6408, 1.107, 1.06905, -0.030582, 0.0798316, 0.00582321, 0.026, -0.0364385
39.6521, 1.095, 1.08142, 0.0509706, 0.0713244, -0.00103118, -0.0364385, 0.0238755
39.6882, 1.121, 1.09273, 0.11335, 0.0633137, -0.00603491, -0.0364385, 0.0759709
39.71, 0.932, 1.1038, 0.179095, 0.0561737, -0.0108748, -0.0364385, 0.125237
39.7309, 1.184, 1.02443, -0.377568, 0.113998, 0.0336923, -0.0364385, -0.282162
39.7511, 1.052, 1.07701, -0.000147333, 0.0716827, 0.00179788, -0.0364385, 0.00742915
39.779, 1.133, 1.07209, -0.0340099, 0.0747778, 0.00440654, -0.0529279, -0.0156456
39.8096, 1.028, 1.10727, 0.206547, 0.0477576, -0.0148296, -0.0529279, 0.168406
39.8317, 1.108, 1.06673, -0.0882151, 0.0786933, 0.0101281, -0.0529279, -0.0495663
39.8509, 1.117, 1.08501, 0.04365, 0.063071, -0.000806526, -0.0529279, 0.0546086
39.889, 1.059, 1.09861, 0.134595, 0.0530205, -0.00753849, 0.026, 0.123085
39.9083, 1.119, 1.07723, -0.0218672, 0.0720032, 0.00630133, 0.026, -0.00303904
39.9401, 1.049, 1.09562, 0.104678, 0.0594845, -0.00373232, 0.026, 0.0871432
39.9618, 1.122, 1.07161, -0.0686774, 0.0793281, 0.0107229, 0.026, -0.0472124
39.9729, 1.113, 1.08042, -0.00749237, 0.0730211, 0.00568579, -0.0453195, -0.00246319
40.0223, 1.123, 1.10409, 0.150961, 0.054632, -0.00702568, -0.0453195, 0.121196
40.041, 1.144, 1.11929, 0.239012, 0.0455596, -0.0126895, -0.0453195, 0.184558
40.061, 1.103, 1.12655, 0.280088, 0.0415904, -0.0152342, -0.0453195, 0.213043
40.0841, 1.072, 1.1231, 0.237243, 0.0468794, -0.0102813, 0.026, 0.177533
40.1038, 1.124, 1.10372, 0.0841851, 0.065375, 0.00336103, 0.026, 0.054679
40.1397, 1.052, 1.12328, 0.199636, 0.055338, -0.00514335, 0.026, 0.1316
40.1593, 1.044, 1.11312, 0.123321, 0.0639101, 0.00118641, 0.026, 0.0732081
40.1738, 1.109, 1.08304, -0.0962079, 0.0879581, 0.0188126, 0.026, -0.0920229
40.1838, 1.084, 1.08652, -0.072223, 0.0853143, 0.0165184, -0.0438011, -0.073497
40.219, 1.138, 1.08283, -0.097848, 0.0855008, 0.0172937, -0.0438011, -0.0814546
40.2401, 1.122, 1.09983, 0.0199171, 0.0718306, 0.00733751, -0.0438011, 0.0108401
40.2606, 1.08, 1.1091, 0.0786937, 0.0648397, 0.00264402, -0.0438011, 0.0574506
40.2801, 1.024, 1.09904, 0.00306998, 0.0722146, 0.00887508, -0.0438011, 0.00393936
40.3011, 1.073, 1.06314, -0.242312, 0.0966173, 0.0279627, 0.00393936, -0.171111
40.321, 1.036, 1.06201, -0.235051, 0.0946446, 0.0259931, 0.00393936, -0.160202
40.3322, 1.127, 1.05456, -0.277684, 0.0984926, 0.0286651, 0.00393936, -0.188734
40.3711, 1.097, 1.09776, 0.0514472, 0.0616683, -0.000104013, 0.00393936, 0.0638732
40.39, 1.122, 1.09828, 0.0541166, 0.0618634, 2.66828e-06, 0.00393936, 0.0637193
40.4108, 1.073, 1.11131, 0.140111, 0.0537988, -0.00616115, 0.026, 0.122764
40.4309, 1.055, 1.09974, 0.0539695, 0.0642787, 0.00145068, 0.026, 0.0532692
